Text;Label
ketika luhut ke arab kadrun cari pinjaman untuk mewujudkan ikn di kaltim apa yg terlintas dalam benak kita mampukah kita menerima kenyataan ini terus sebesar apa sumbangan komunisme ex pki terhadap rencana jokowi untuk memindahkan ibu kota negara indonesia jadi nusantara;Negatif
waspadai oknum provokator yang memprovokasi dan mengajak untuk menolak pindah ibu kota negara biasanya mereka di dalangi oleh tokoh besar yang memang punya niat untuk memecah belah indonesia kita harus bersatu melawan provokator yang seperti itu indonesia disiplin prokes;Negatif
yang orang lupa waktu itu negara di tangan pemerintah darurat ri pdri di bawah sjafroeddin prawiranegara dengan ibu kota di bukittinggi ucapnya;Negatif
saya sbg pendesak utk ibu kota negara di pindah ke kalimantan dgn ini menyatakan menolak secara tegas apa yg di usulkan pks atau siapapun yg hendak memasukkan anies baswedan ke lahan ikn di buat dgn sadar amp tanpa paksaan cc presiden ir;Negatif
ekokuntadhi pks gak setuju ibu kota negara pindah ke kota nusantara tapi ngapain ngasih usul usul pendapat ya trus yang diusulkan hal hal dan orang orang gak bermutu gitu;Negatif
anjayyyy ketua ibu kota negara jin eta mah gkgkgk;Negatif
kebut urusan ibu kota baru gamau kebut harga minyak kembali normal agar masyarakat mudah dapetnya atau gamau kebut penanganan covid19 yg gini gini aja padahal udah banyak negara yg ngadain konser sekolah normal bahkan stadion bola penuh ams asal mamah senang;Negatif
tante dan gerombolan nya yg paling kenceng teriak2 gak setuju pemindahan ibu kota negara mengusulkan pakar kelebihan bayar jadi konsultan nya mudah banget kebaca biar bayar aliran kelebihan bayar masuk genk fekaes dasar sapi;Negatif
asal jangan si bambang yang bukan yang aku kenal aja tak jadi indonesia punya ibu kota negara nusantara kasihan negeriku banyak bagundalnya;Negatif
andy f noya anda mengusulkan nama ibu kota negara kita yang baru diganti dari nama nusantara menjadi jokowi city apakah ini murni usulan atau anda sedang nyinyir fadli zon apa kira2 jawabannya saksikan malam ini pkl 19 05 wib mulutpedasfadlizon;Negatif
agak gemas melihat bagaimana seorang menteri keuangan dengan begitu mudahnya mencaplok anggaran yang sudah ditentukan untuk kepentingan lain hanya untuk proyek ikn bahkan anggaran pen pemulihan ekonomi nasional mau digasak juga heran;Negatif
membangun ibu kota bukan seperti membangun candi dalam mitos2 dan cerita rakyat yang bisa dilakukan dalam semalam pembangunan ibu kota negara adalah program jangka panjang yang harus dilakukan secara bertahap dan membutuhkan kesabaran;Negatif
salah bro lalu pindah ke tempat jin buang anak dan berkali2 dia menjelaskan kalimantan yg akhirnya di jawab si azam hanya monyet rangkaian kata jelas menunjuk subyek dan obyek yg jelas yaitu kalimantan calon ibu kota negara genderuwo kuntil anak dan ini diulang2;Negatif
riverheaven mungkin mereka tau tapi swngaja mereka buat ribut yg akhirnya memakan korban edy mulyadi atau menang mereka tidak tau jangka panjangnya masa depan negara kita krn mrmang sekarang jakarta sdh tdk layat menjadi ibu kota terlalu padat dan sempit;Negatif
m aturan yg berlaku 3 periode mau bikin ibu kota baru tapi pemilu mau di tunda dengan alasan eknomi tak stabil pancasila sebagai dasar negara mau di ubah jadi eka sila tpi yg selalu berkoar kami pancasila nkri harga mati malah pada diam liat jejaknya siapa yg membela;Negatif
warga kaltim jangan mau diprovokasi oleh orang luar karena mereka hanya iri tidak mendapatkan keberuntungan seperti kaltim sebagai ibu kota negara nusantara disiplin prokes;Negatif
maksa bagt sih mau bangun ikn emang gak malu ikn milik orang lain bukan milik bangsa sendiri emang gak malu ik dibangun okeh bangsa lain emang gak malu ikn di biayai negara lain ini ibu kota loh bukan ibu kost;Negatif
lantas nama jokowi yg harus di munculkan dalam naskah akademik seperti itu ya mpud 8 tahun kepemimpinan jokowi semua sektor hancur hutang negara berapa pud ikn di bangun seberapa urgen keamanan negara harus di pindahkan ibu kota negara seberapa bahaya ibu kota hrs di pindahkan;Negatif
djayadi merinci sekitar 68 71 persen warga yang menolak perpanjangan masa jabatan presiden baik karena alasan pandemi pemulihan ekonomi akibat pandemi atau pembangunan ibu kota negara baru tempothread;Negatif
apa mbaknya kurang informasi sudah jelas jelas dialog tentang perpindahan ibu kota negara sudah dilakukan pemerintah tapi mbaknya malah bilang belum pernah dilakukan kan lucu cobak googling lagi mbak biar gak salah buat pernyataan lagi;Negatif
emang pade nggak pade mikir ape ye bahwa membangun ibu kota negara itu apa seperti mbangun kandang burung dara lagian siapa yg mau nyadap kandang burung dara kagak ade tapi mbangun ikn terburu buru itulah berbahaya dari kontruksi awal;Negatif
salah besar nih kalau kepindahan ikn tanpa melalui dialog secara masif dialog ikn tentunya melibatkan semua pihak terkait dan dibawah ini bukti video diberbagai sembur jadi pemerintah tdk serta merta asal memindahkan ibu kota negara tanpa melalui dialog terlebih dahulu;Negatif
kalau sudah jelas tidak mampu membangun fasilitas ikn buat apa mau memindahkan ibu kota negara nanti didatangi depcolector bubar semua;Negatif
paling nanti para pendukungnya bakal ngoceh itu memang harus pusat yg ngurus jakarta kan ibu kota negara;Negatif
heran deh mau ibu kota baru kok ngemis ke kadrun haha bukannya ibu kota itu punya negara;Negatif
jangan percaya kaum menyesatkan ibu kota negara yang baru menjadi kepentingan masa depan bangsa dan akan menjadi sejarah serta ikon baru indonesia prokes ikhtiar bersama;Negatif
kadrun berjanggut mau merubah ibu kota negara jd seperti arab;Negatif
sulfikar amir sebut pindah ibu kota negara dari jakarta ke penajam paser utara demi pemerataan ekonomi tidak rasional;Negatif
emang yang ingin mindahkan ibu kota negara adalah pengkhianat negara tni yang masih punya jiwa korsa gak akan berkhianat pada negaranya sendiri ikn itu hanya gagasan para konglocina buat menguasai nkri;Negatif
ibu kota negara ikn baru bukan untuk rakyat tapi proyek oligarki kap lewat;Negatif
dongeng08 arrow pemerintahan jokowi ini udah tumbang kan bokek kan mana pemerintahan barunya segera pilih presiden baru lah butuh uang rp1000 triliun demi ibu kota baru pemerintah jual tanah negara presidenpengkhianatnegara;Negatif
ketua mpr jangan rusak hutan dalam membangun ibu kota negara baru;Negatif
menrutku bukan nggak paham kehendak jokowi seluruh indonesia tercinta ini bahkan nggak ada yg tau apa maunya dia bikin ibu kota baru bilang ada duit tp negara utang mulu bener dah omongan beda dg tindakan sandiwaraistana hargamahal rezimbebal tolakpenundaanpemilu;Negatif
hutang negara ud banyak masih mikirin pindah ibu kota rakyatnya aj ngga diajak diskusi tau2 ketok palu bapak sehat;Negatif
seharusnya pemimpin negara itu ngasih solusi atau melindungi rakyatnya bukan malah ngasih aba aba kaya lomba lari kalo duit gak ada jangan banyakan gaya buat pindah ibu kota bahan pokok dulu itu benahin;Negatif
didu pintar ngibulin kah ibu kota di bangun swasta negara menyewa pd swasta rakyat yg bayar sewanya itukah orang pintar tapi keblinger;Negatif
faisal basri pemindahan ibu kota lanjut kok pemilu mau ditunda alasan menunda pemilu 2024 karena biaya mahal tak bisa diterima pasalnya negara menyanggupi membangun ibu kota negara ikn yang biayanya sangat besar;Negatif
jing lah emang yg salah pemimpinnya negara lagi banyak hutang dan dlm situasi pandemi maksa pindah ibu kota apa krn tersandera para cukong;Negatif
mbah mbaaah perpindahan ibu kota negara itu sangat jauh berbeda daripada perpindahan apapun ia punya skala besar cakupan pertimbangannya ipoleksosbudhankam kalau presiden dan dpr sudah setuju semua sudah dipertimbangkan sangat matang jgn kuwatir anda gak diajak kok;Negatif
umr kok cuman 2jtan hahaha beli memek saja disini gak cukup ini sok sok an ngatain ibu kota negara gadis desa lu jadi spg rokok disini goblok;Negatif
loe ga bisa kerja orang lain yg nanggung enak aja alasannya ada sejumlah program pemerintah yang belum rampung akibat pandemi covid 19 salah satu yang jadi alasan adalah proyek pemindahan ibu kota negara ke kalimantan timur;Negatif
oo7 negara ini aneh pemilu mau ditunda tapi pemindahan ibu kota ga mau ditunda tidakkah mencium bau amis;Negatif
udahlah woyyyyyy kalau terjadi bencana di ibu kota negara baru di kalimantan lebih baik lo menyerah aja;Negatif
ini tempo media nya pendukung gabener udah dari 2017 bilang jkt tidak layak lah gbk apa urusannya diganti buang2 budget tempo kritik jokowi abis2an tapi soal jkt ga layak dia juga ngomong tuh hahahahahaha;Negatif
skenarionya gini uni dapat bocoran dari intelejen alam goib iag tujuan para penghianat bangsa perpanjang masa jabatan harus dilakukan karena takutnya pemindahan ibu kota negara belum selesai presiden udah lengser bisa ga cuan dong;Negatif
batalkan ikn itu lebih sempurna bangun kembali ekonomi rakyat untuk memenuhi gizi seluruh rakyat indonesia jngn ambisius hutan beton di kalimantan yg penuh agenda tersembunyi jakarta tetap yg terbaik jadi ibu kota negara aman;Negatif
nusantara kalo rakyat yg waras dan sadar akan keutuhan nkri pasti tau buat apa ngabisin duit negara hasil ngutang pake dana apbn pulak cuma buat proyekan mindahin ibu kota negara;Negatif
sudah kah kereta cepat bapak banggakan itu beroperasi sudahkah selesai proses pemindahan ibu kota negara itu selesai lantas kalau belum apa bentuk tanggung jawab bapak karena menurut saya kalau dari segi ekonomi bapak sudah tidak bisa berbuat banyak;Negatif
didu coba liat dalam kondisi ekonomi global yang penuh ketidak kepastian adakah negara lain yang membangun infrastruktur plus ibu kota barunya;Negatif
jargonnya sih untuk memusatkan ibu kota di tengah negara considering how large indonesia is i m not convinced;Negatif
ngapai bingung banyak calon asn yg siap otw ke ibu kota baru yg gak nurut aturan negara ya siap nanggung resiko dong ber negara kok se enak udel nya indonesia gak butuh pembangkang silakan mundur teratur klo mau bikin aturan sendiri beres gitu aja kok repot;Negatif
dia pikir pindahin ibu kota itu seperti pindah satu negara;Negatif
maksa bikin ibu kota baru fanatik pengen mensentralisasi semua kekuasaan negara mengesampingkan pemuka agama demi agama baru bikin bangkrut negara ibu kota negara barunya fail abis payah soal diplomasi sama negara2 tetangga pake anak dan istri buat propaganda;Negatif
sepertinya negara ini butuh uang demi mensukseskan pembangunan ibu kota baru makanya segala nya dinaikan;Negatif
id lu yg begok cebong bukti junjungan lu gak mampu sebagai presiden ngatasi banjir jakarta sesuai janji nya waktu masih jadi gub dki dulu jadi solusi nya pindah ibu kota negara biar tidak banjir ya padahal lokasi ikn jg banjir bossss;Negatif
@Anshar_Manrulu Nanti kalau lolos periode ketiga baru aku bantu yah. Sory, aku mau cari caranya dulu biar bisa lanjut. Proyek IKN bisa batal kalo aku gak lanjut. Gitu katanya;Negatif
@wank37 Setop IKN yang masih mimpi.\nSetop kereta cepat dulu.\nLebih baik pemilu yang dipercepat\nSetop mimpi 3 periode.\nSetop pemilu mau mundur\nLebih baik Jokowi yang Mundur.\nRakyat sudah PUAS. jokowi jd presiden;Negatif
@OposisiCerdas Jangan ngadi\xc2\xb2 fokus sama kesejahteraan rakyat, IKN hanya nafsu oligarki, ingatkan kasus Reklamasi ? @PKSejahtera;Negatif
@twit_been @capereallife saya sibuk lgi ikut pengesahan ikn bin;Negatif
@susipudjiastuti Buang2 energi dan sama sj isu ini seperti teroris. Sharusnya pengusul sdh ditangkap akibat mengganggu konstitusi dan ketertiban umum. Rakyat masihkelaparan, ikn dilakukan, ingin prtambahn waktu dll  pejabat gila dan oligarhkhi.takyat hrus;Negatif
@pakaipeci Kalo saya tetap tolak IKN, buat apa buat siapa IKN ? \nRakyat sedang susah, hutang menumpuk, bayar hutang aja kesulitan malah mau ngutang lagi buat hal tidak urgent. Tolak IKN.;Negatif
@susipudjiastuti Ngomongin penundaan pemilu ngga dilarang, ngomongin IKN di Whatsapp Group kok dilarang?;Negatif
@WajahPribumiii @Rescuer_SAM019 Masih  utuh uang om, buat ngutangin luhut si opung untuk IKN jahaha;Negatif
Perpindahan ibu kota negara Tidak terlalu penting tetapi mereka memaksakan kehendak untuk memindahkannya dengan anggaran yg fantastis sedangkan pemilu hal yang paling penting untuk arah bangsa yang lebih baik. Masa anggranya tidak bisa di kondisikan. inikan aneh;Negatif
Kalau urgensinya karena 57% penduduk ada di Jawa. Kenapa yg dipindah Ibu Kota Negara. Harusnya buat pusat-pusat industri Dan Bisnis diluar Jawa, yg akan menjadi magnet perpindahan penduduk dengan biaya yg lebih murah. Yang harus dirubah itu jalan pikirannya;Negatif
lu bilang aja lu msg betah jd pejabat, pemilu habiskan uang 100 triliun, ngapain lu setuju perpindahan ibu kota yg menelan ratusan triliun, kl misalkan negara ga punya uang, jgn berlagu pk pindah sgala;Negatif
Perpindahan IKN tersebut tidak menyelesaikan permasalahan di Ibu Kota Negara kita saat ini dan malah menambah permasalahan baru. Solusi dan tahapan pemindahan IKN telah disiapkan tanpa transparasi, tetapi IKN lupa bahwa tanpa demokrasi sebuah kota baru tidak akan hidup.;Negatif
Bila dibikin surat edaran maka bukan ribuan akan tetapi jutaan masyarakat menolak perpindahan ibu kota negara maka petisi akan lebih kuat;Negatif
makin bertambahnya utang negara, omnimbus law, penolakan vaksinasi sampai yang terakhir adalah kebijakan perpindahan Ibu Kota Negara (IKN). Banyak elemen masyarakat yang menduga-duga soal adanya motif politik dalam kaitannya dengan makin mencuatnya isu terorisme;Negatif
Yang sangat urgent saat ini bukanlah perpindahan ibu kota negara, yang urgent saat ini adalah pemindahaan jabatan presiden.;Negatif
Kl China sudah buat salju buatan kl Indonesia masih sibuk buat petisi ingin membatalkan perpindahan ibu kota negara .;Negatif
Dari jaman nabi dulu, Mengapa kaum khawarij selalu menolak perpindahan ibu kota? Karene mereka sudah terlanjur membangun jaringan disana. Menguasai negara itu akan lebih mudah dengan menguasai ibukotanya;Negatif
Di saat elit politik sibuk memikirkan koalisi politik 2024 dan perpindahan Ibu Kota Negara, masyarakat kecil dan UMKM masih bingung mencari minyak goreng murah.;Negatif
Sabar ya Pak Edy, permainan politik yg sangat mulus. Demi memuluskan rencana perpindahan Ibu kota Negara yang tidak masuk akal, ada penolakan masyarakat adat sebelumnya untuk perpindahan tersebut;Negatif
Rakyat dibuat sengsara dengan perpindahan ibu kota negara --> #UUIKNMendzalimiRakyat <-- #t1se;Negatif
Selaku warga yang baik kami wenolak perpindahan ibu kota baru, kenapa tidak di benahi saja ibu kota negara yang ada #AyoTolakUUIKN #UUIKNMeresahkan;Negatif
Menolak akan perpindahan ibu kota ya boleh, itu hak setiap warga negara Indonesia. Tapi gausah pake kata-kata yang tidak pantas untuk berpendapat. Paling oke lu begitu?? Engga ya, jijik banget ga menghargai sesama manusia yang tinggal di indonesia;Negatif
Lebih baik Pemerintah @jokowi menunda perpindahan Ibu Kota Negara. Jangan memaksakan diri. Kasihan negara dan rakyatmu.;Negatif
Ini harusnya rakyat bergerak, pdip terlalu,, jgn sampai jg ibu kota negara pindah,,, perpindahan yg membutihkan biaya besar disaat rakyat sengsara;Negatif
Apalagi, beban utang pemerintah yang sudah lebih dari Rp 6.000 triliun, perpindahan ibu kota negara menjadi sangat tidak mendesak. #DPRAntekOligarki #DPRAntekOligarki;Negatif
Hancur-hancuran Pindah Ibu Kota Negara, perpindahan IKN ini tidak menyerap aspirasi rakyat. DPR dan Pemerintah berubah menjadi Rezim yang Otoriter.;Negatif
Pernah. Mikirin perpindahan ibu kota negara ke penajam sih, kayaknha bakal ribet bgt.;Negatif
Tidak perpindahan Ibu Kota Negara... #TolakIKN @fieda_manrari;Negatif
"Menurut gue perpindahan ibu kota ini emg terkesan terburu2 bgt sih. Mengingat kondisi negara skrg jg lagi unstable, rasanya seolah kaya escape dr ""masalah"" dgn cara nimbulin ""masalah"" baru lg. Dan berpotensi bakal banyak hal yg terbengkalai pdhl blm selesai, krn fokusnya pindah.";Negatif
Banyak yg tidak senang dgn perpindahan ibu kota negara...;Negatif
"Nah itu dia, rezim koplak seolah rakyat Indonesia bodoh di mata dunia dan negara islam tidak tau sejarah siapa ataturuk sejatinya sampai di jadikan nama jalan, jangan"" ini isu yg diangkat untuk perpindahan ibu kota di saat negara bangkrut karena hutang.... ??????";Negatif
Ditengah situasi ekonomi yang semakin sulit, perpindahan ibu kota akan semakin memperparah kondisi keuangan negara;Negatif
Buat apa sih perpindahan ibu kota di percepat? Apa ada kelompok tertentu mendesak untuk kepentingan bisnis mereka? Atau ingin membubuh kan tanda tangan di ibu kota baru? Hutang negara sudah banyak,rakyat semakin susah hidup nya! Mana PARTAI SEPUTARAN IBU KOTA? KOK DIAM KALIAN!!;Negatif
Kami tidak ingin, isu intoleransi ini akan tumbuh subur seiring dengan akan dilakukannya perpindahan Ibu Kota Negara (IKN) di Kalimantan Timur. Sehingga, dari sekarang, permasalahan ini harus segera terselesaikan,;Negatif
Bila negara memang devisit batalkan perpindahan ibu kota negara, kasihan rakyat menjerit ... Negara juga harus tahu situasi keuangan negara sudah devisit. Bila tetap dilaksanakan kejadian Krismon 97/98 terulang lagi dan mungkin lebih parah;Negatif
masukan dari saya sih gak perlu terlalu sibuk urus perpindahan Ibu kota negara, krn vaksinasi covid lebih urgent, Pak.;Negatif
Klo hutang membengkak , ya keinginan yg ngk perlu ditahan dulu donk...spt perpindahan ibu kota negara, proyek2 mercu suar yg ngk perlu ..gaji org2 yg bekerja ini perlu dievaluasi..;Negatif
Klo sdah bgitu ya jgan bhas masalah perpindahan ibu kota dong.. bkinn malu aja klo sampe asing dengernya .. jgan jgan apa biar ada negara yg mw minjamin uang ya.. Klo punyak otak di pake dong .. dasar org pinter;Negatif
Nggak malu apa maksain diri ditengah situasi spt ini u melanjutkan proyek perpindahan ibu kota!! Ada rakyat yg mati kelaparan karna tiada lagi yg u dimakan terus dimana kehadiran negara u membela rakyat nya???;Negatif
Omnibus law untuk kepentingan siapa , pak Presiden @jokowi ?? Begitu pula dengan perpindahan Ibu kota negara, Jangan kau rusak Indonesia hanya dengan proyek ambisius. Jabatan Presiden ada batasnya, ingat hukum karma;Negatif
Undang-undang perpindahan ibu kota negara belum ada, koq mau tetapkan lokasi kantor kepresidenan, bisa masuk bui kau @jokowi;Negatif
Harusnya ke presiden.. jngn urus perpindahan ibu kota negara..kok formula E... jauh api dari panggang???? Dasar koplak;Negatif
Kenapa gempa di Maluku dianggap membebani keuangan negara? Coba kaji ulang brp biaya perpindahan ibu kota apa tidak membebani keuangan juga? Atau gmn pa?;Negatif
Biaya IKN lebih berharga daripada Pemiluuu yaaa!!!;Negatif
Parte Oposisi planga plongo ngasi saran kepada Pemerintah supaya jadi bagian dari pengelolaan IKN. Ini cuman taktik licik supaya panggung tetap berkibar dan stempel klaim sukses ada di dirinya. Otomatis 2024 tinggal potong pita. Unfaedah kok di paksa buka cabang ??????;Negatif
Rakyat geram Jkw ngotot pengen IKN;Negatif
Bener... pas seko IKN langsung Ngidul wae yooo... Eh, Ngidul opo Ngibul kuwi?;Negatif
IKN terpaksa pindah gara2 Jakarta tidak semakin baik setelah ganti Gubernur;Negatif
Pak Jokowi ada kritik nih dari @psi_id , daripada fokus ngurus kereta Cepat jkt -bdg yg ternyata gak cepat2 banget Atau IKN yg menelan biaya sangat besar mending anggara2 tsb difokuskan untuk mengurusi lonjakan harga bahan oangan atau menstabilkan harga minyak goreng;Negatif
Sehrsnya duit lbp yg dipake biayai ikn,jgn ngemis2 kenegara arab.ktnya plg nkri,plg pancasilais,plg benci arab;Negatif
"Artinya nafsu bangun IKN sebetulnya spt ""si Miskin berkhayal bangun Istana..terus cari utangan ke sana ke mari""";Negatif
Nah.. Makanya biar faham ya. Itulah liciknya mechin. Minta biayain Arab bangun IKN trus nanti dia yg dudukin plus jajah lewat laut china selatan.. Gobloknya rakyat Indo masih banyak yg percaya IKN bawa berkah. ;Negatif
Kesejahteraan rakyat no. 1 IKN no sejuta..;Negatif
IKN cm pengalihan isu dan bikin tanah2 di jawa murah, nnti klo dah diborong semua tiba2 IKN dibatalin;Negatif
Berarti sukany ngotot. Sama ngototnya bikin IKN. Nanti jika terbengkalai apakah mau tanggung jwb?? Paling2 rakyat lg yg tanggung. Enak aja!;Negatif
@ RT @ixan253: Jika dipaksakn pindah ibukota mka @jokowi akan dikenang sbg presiden pembuka pintu habisnya hutan kalimantan. Alih fungsi hutan;Negatif
"@JackVardan Tinggal kita lihat hari2 kedepan...
Bakalan imigrasi besar2an ke Indonesia.Semakin terpuruk anak negeri...Ibukota pindah...ASN pindah..Imigran masuk Jakarta...Jadi kota cina...";Negatif
@tembangjiwa Itupun jubir yang menegaskan Fajrul Rahman orang kelahiran Banjarmasin. Makanya ibukota dipindah ke Kalimantan mungkin supaya cina bisa jadi presiden.;Negatif
Perubahan iklim bsa di atasi? Gak salah tuh? ???? Hutan kalimantan kebakar diem aja dy, tmbah lg mau pindah ibukota k kalimantan, apa gak rusak hutan jg tuh? Yaa lagi2 hrs maklum dehh;Negatif
Mungkin agak keder juga mengingat begitu ibukota jadi pindah 2024 justru yg ditakuti gubernur malah warga lokal tdk dapat pekerjaan d sana mengingat lbh 100 ribuan PNS adalah eksodus dari jakarta yg akan bekerja https://t.co/2Pat5icWFb;Negatif
@yohanagril @biakulu010 @Dennysiregar7 Sebentar lagi pindah... lo koar2 pohon di tebang dijakarta.. tuh calon ibukota baru berapa pohon yg akan di tebang..sinting lu;Negatif
perginya angkutan gimana sih mending tuh duit utk ibukota baru benahin sistem transportasi jakarta emang enak macet jokowi;Negatif
biaya bangun ibukota baru dr berita2 kayaknya dr pengembangan transportasi Jakarta;Negatif
tanggal batal acara monas diangkut calon ibukota baru monas monumen nasional bkn monumen berkumpul utk demo dan nyinyir pemerintah jokowi;Negatif
kalimantan curut onta ruang gerak pasti lebih terbatas;Negatif
Mungkin lagi jeblosin kaki ke Nusantara biar proyek IKN sukses.;Negatif
